Id_Estimacion_Amortizacion_Desglose,Id_Estimacion,Id_Contrato_Ampliacion,Concepto,Importe_Contratado,Actual,Anterior,Acumulado,Por_Ejercer,Porcentaje_Anticipo,Importe_Anticipo,Actual_Amortizacion,Anterior_Amortizacion,Acumulado_Amortizacion,Por_Amortizar
770,739,,CONTRATO,1175488.82,152559.66,518702.86,671262.52,504226.3,0,0,0,0,0,0
771,740,,CONTRATO,2489528.47,159853.3,78621.1,238474.4,2251054.07,30,746858.54,47955.99,23586.33,71542.32,675316.22
772,741,,CONTRATO,1033313.57,159263.53,172431.24,331694.77,701618.8,30,309994.07,47779.06,51729.38,99508.44,210485.63
773,742,,CONTRATO,393841.48,0,393841.48,393841.48,0,0,0,0,0,0,0
774,742,10,AMPLIACIÓN 1,152206.2,20742.88,131463.32,152206.2,0,0,0,0,0,0,0
775,742,22,AMPLIACIÓN 2,279823.95,134714.87,0,134714.87,145109.08,0,0,0,0,0,0
776,743,,CONTRATO,2087873.22,419833.05,14801.38,434634.43,1653238.79,30,626361.97,125949.92,4440.41,130390.33,495971.64
777,744,,CONTRATO,1478896.04,122314.27,141843.22,264157.49,1214738.55,30,443668.81,36694.28,42552.97,79247.25,364421.56
778,745,,CONTRATO,2620526.13,1105461.45,1080375.84,2185837.29,434688.84,30,786157.84,331638.44,324112.75,655751.19,130406.65
779,746,,CONTRATO,406426.28,0,406426.28,406426.28,0,0,0,0,0,0,0
780,746,1,AMPLIACIÓN 1,165467.5,2.36,165465.14,165467.5,0,0,0,0,0,0,0
781,746,20,AMPLIACIÓN 2,299221.88,166232.02,0,166232.02,132989.86,0,0,0,0,0,0
782,747,,CONTRATO,1175488.82,61023.86,624884.35,685908.21,489580.61,0,0,0,0,0,0
783,748,,CONTRATO,1175488.82,152559.66,518702.86,671262.52,504226.3,0,0,0,0,0,0
784,749,,CONTRATO,1411223.51,275016.62,330354.51,605371.13,805852.38,30,423367.05,82504.99,99106.35,181611.34,241755.71
786,751,,CONTRATO,3768023.59,306942.02,456917.29,763859.31,3004164.28,30,1130407.08,92082.61,137075.18,229157.79,901249.29
788,753,,CONTRATO,29012196.75,4087440.16,3900019.02,7987459.18,21024737.57,30,8703659.03,1226232.05,1170005.7,2396237.75,6307421.28
789,754,,CONTRATO,617193.5,13066.73,0,13066.73,604126.77,30,185158.05,3920.02,0,3920.02,181238.03
790,755,,CONTRATO,1072061.99,54012.84,0,54012.84,1018049.15,30,321618.6,16203.85,0,16203.85,305414.75
791,756,,CONTRATO,1483028.1,244238.26,708854.48,953092.74,529935.36,30,444908.43,73271.48,212656.34,285927.82,158980.61
792,757,,CONTRATO,1483028.1,306920.91,953092.74,1260013.65,223014.45,30,444908.43,92076.27,285927.82,378004.09,66904.34
793,758,,CONTRATO,270512.83,94854.27,158320.65,253174.92,17337.91,30,81153.85,33657.66,47496.19,81153.85,0
794,759,,CONTRATO,346907.14,169982.31,0,169982.31,176924.83,30,104072.14,50994.69,0,50994.69,53077.45
796,761,,CONTRATO,795527.7,550.23,0,550.23,794977.47,30,238658.31,165.07,0,165.07,238493.24
797,762,,CONTRATO,795527.7,128887.07,550.23,129437.3,666090.4,30,238658.31,38666.12,165.07,38831.19,199827.12
798,763,,CONTRATO,1175488.82,61023.86,624884.35,685908.21,489580.61,0,0,0,0,0,0
799,764,,CONTRATO,3572789.8,483151.89,191263.39,674415.28,2898374.52,30,1071836.94,144945.57,57379.02,202324.59,869512.35
800,765,,CONTRATO,858548.31,419217.93,0,419217.93,439330.38,30,257564.49,125765.38,0,125765.38,131799.11
801,766,,CONTRATO,65715.69,27550.46,38099.45,65649.91,65.78,0,0,0,0,0,0
802,767,,CONTRATO,313134.29,220713.19,0,220713.19,92421.1,0,0,0,0,0,0
803,768,,CONTRATO,313134.29,92244.51,220713.19,312957.7,176.59,0,0,0,0,0,0
804,769,,CONTRATO,257052.06,111465.7,0,111465.7,145586.36,30,77115.62,33439.71,0,33439.71,43675.91
805,770,,CONTRATO,257052.06,78025.37,111465.7,189491.07,67560.99,30,77115.62,23407.61,33439.71,56847.32,20268.3
806,771,,CONTRATO,617193.5,179878.32,13066.73,192945.05,424248.45,30,185158.05,53963.5,3920.02,57883.52,127274.53
808,773,,CONTRATO,945359.21,386738.92,223951.29,610690.21,334669,30,283607.76,116021.68,67185.39,183207.07,100400.69
809,774,,CONTRATO,2998526.98,182960.49,0,182960.49,2815566.49,30,899558.09,54888.15,0,54888.15,844669.94
811,776,,CONTRATO,1775279.16,172029.24,156028.63,328057.87,1447221.29,30,532583.75,51608.77,46808.59,98417.36,434166.39
812,777,,CONTRATO,2998526.98,167263.21,182960.49,350223.7,2648303.28,30,899558.09,50178.96,54888.15,105067.11,794490.98
813,778,,CONTRATO,888800.99,19226.52,0,19226.52,869574.47,30,133320.15,5767.96,0,5767.96,127552.19
814,779,,CONTRATO,888800.99,320445.85,19226.52,339672.37,549128.62,30,133320.15,96133.76,5767.96,101901.72,31418.43
816,781,,CONTRATO,1072757.05,263251.51,0,263251.51,809505.54,30,321827.11,78975.45,0,78975.45,242851.66
817,782,,CONTRATO,1873769.74,132405.93,729113.02,861518.95,1012250.79,30,562130.92,39721.78,218733.91,258455.69,303675.23
818,783,,CONTRATO,369192.47,47113.18,61678.62,108791.8,260400.67,30,110757.74,14133.95,18503.59,32637.54,78120.2
819,784,,CONTRATO,1175488.82,61023.86,624884.35,685908.21,489580.61,0,0,0,0,0,0
820,785,,CONTRATO,1469505.27,662329.06,0,662329.06,807176.21,30,440851.58,198698.72,0,198698.72,242152.86
822,787,,CONTRATO,972788.56,93168.09,148309.19,241477.28,731311.28,30,291836.57,27950.43,44492.76,72443.19,219393.38
